-28.042,153.398,-4.685099846
-27.8458,153.3406,53.25002866
-28,153.416667,-3.041779139
-28.067222,153.436944,-2.142434988
-27.9548392,153.3653005,-1.646634615
-28.166667,153.533333,-1.244641128
-28.133,153.45,-1.096796657
-28.158,153.469,-0.90347667
-27.986389,153.382222,-0.639529859
-28.047778,153.421667,-0.470527847
-28.104,153.436,-0.421052632
-28.0548615,153.3278929,0.548170481
-27.963,153.426,0.602534802
-27.9373445,153.3594044,0.70265091
-28.1120958,153.4567092,0.984623685
-28.012,153.405,1.843317972
-28.0361075,153.4343448,1.969664294
-27.933333,153.233333,2.731561957
-28.014167,153.334167,2.731778073
-28.026,153.417,2.899881905
33.1678941,-97.8783696,3.632236095
-27.948009,153.3977316,3.712661749
-28.1445578,153.4851604,3.764938449
-27.9033495,153.3825669,3.972132682
-28.3541283,153.3446649,5.799080944
-28.066667,153.383333,5.891238671
-28.2166667,153.3666667,6.61634103
-27.9931996,153.281968,7.201203783
-27.9032293,153.3387693,7.269973495
-28.088,153.436,7.649553898
-28.1292846,153.3531825,8.104020013
-28.021,153.369,8.426207362
-28.0073194,153.3829896,8.795341502
-27.7213158,153.2813203,9.141274238
-27.9736,153.3614,9.249024707
-27.7749944,153.0618566,9.50517569
-27.9308,153.3961,9.833080425
-27.8895588,153.3897177,10.90459946
-28.0515648,153.3741449,11.07057891
-27.973794,153.4183144,13.59670052
-28.0893522,153.4124746,17.47491052
-27.9325933,153.2762954,19.79438068
-28.12253,153.4339457,31.32654567
-27.9260659,153.3240748,31.34947668
-27.7612297,153.2494117,32.54732012
-27.8669,153.362,35.47331603
-27.838468,153.2866369,38.11018279
-27.816667,153.3,49.30991217
