OBJECTID,CLASS,BUILDING_U,NO_OF_STOR,NO_OF_LIFT,NO_OF_BASE,BLD_ENERGY,EQUITABLE_,AREA_SQM,ASSET_POSI,FUNCTIONAL,GIS_DESCRI,CREATED_DA,LAST_EDITE,SHAPE_Leng,SHAPE_Area
820,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,26.73,GPS,F-TPTALL,BUILDING,23/05/2014,5/02/2015,22.15264221,26.73209139
831,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,24.5,GPS,K-ALBE02,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,31.0979936,58.50066396
834,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,149,GPS,K-GLENNO,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,13/10/2014,63.31652088,191.5252386
852,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,38,GPS,K-DISC02,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,26.60886706,43.47822719
870,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,25.5,GPS,F-SFCARR,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,23.95692086,26.99810341
873,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,259.51,GPS,F-TPKIRR,AMENITIES BLOCK,23/05/2014,5/02/2015,97.4319702,319.0865124
876,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,TBA,N,40.1,GPS,K-RYDERP,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/08/2014,25.39115749,40.00973532
881,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,32,,R-N-NERANGMURWILLUM,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,23.88443349,34.33201541
886,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,20.16,GPS,F-TPMAIN,AMENITIES BLOCK,23/05/2014,5/02/2015,24.70671319,32.37919871
887,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,20.16,GPS,F-TPMAIN,AMENITIES BLOCK,23/05/2014,5/02/2015,24.70634285,32.56559293
892,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,14.4,GPS,F-CPJOED,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,16/05/2015,18.52707765,18.6907123
899,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,9,GPS,F-CPCOOL,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,16/05/2015,16.85713846,14.28103507
905,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,37,GPS,K-VILL01,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,30.43846186,57.32330557
906,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,TBA,Y,29.92,GPS,K-DAMIAN,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,21.92360735,29.91769279
907,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,18,GPS,F-SFCARR,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,17.93684949,17.89000569
908,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,9,,K-LANDAU,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,15.61660808,14.23971708
910,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,47,GPS,K-MURIEL,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,39.01273468,73.554568
913,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,DIESEL FUEL/POWER GENERATOR,N,24,GPS,F-OTTIPP,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,13/05/2015,19.96487515,23.96440284
934,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,104.26,GPS,K-TARR02,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,40.85387955,104.2641126
937,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,153,GPS,K-COPLIC,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,12/08/2014,92.47888118,293.3779329
946,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,47,GPS,K-PIZZEY,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,32.00935297,57.78890871
949,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,DIESEL FUEL/POWER GENERATOR,N,27,GPS,F-CGNCUR,AMENITIES BLOCK,23/05/2014,13/05/2015,24.65780894,37.95334683
950,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,89,GPS,F-TPBROA,AMENITIES BLOCK,23/05/2014,5/02/2015,92.82530683,347.0750248
959,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,40.35,GPS,F-CCKIRR,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,15/05/2015,25.41515526,40.35390844
970,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,275.57,GPS,F-TPBURL,BUILDING - PUBLIC AMENITIES,23/05/2014,5/02/2015,89.70186955,486.1424529
972,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,27.54,GPS,K-BROA03,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,22/09/2014,23.85273335,27.53790358
980,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,20,GPS,K-JOHNSI,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,23.927,35.78116536
983,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,35,GPS,K-LIONEL,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,34.63755135,63.26781112
985,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,54.32,GPS,K-EDHARD,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,33.49501995,66.4960697
987,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,DIESEL FUEL/POWER GENERATOR,N,49,GPS,F-CGNCUR,AMENITIES BLOCK,23/05/2014,13/05/2015,29.64277053,54.88785575
988,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,DIESEL FUEL/POWER GENERATOR,N,27,,F-CGSCUR,AMENITIES BLOCK,23/05/2014,13/05/2015,24.96702598,38.9279023
989,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,DIESEL FUEL/POWER GENERATOR,N,47,,F-CGSCUR,AMENITIES BLOCK,23/05/2014,13/05/2015,29.89720203,55.69899231
1003,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,2,0,0,ELECTRICITY (GRID),Y,35,GPS,K-SCHUST,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,25.78659417,41.47024865
1007,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,41,,K-MANG01,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,29.02796464,49.20056729
1008,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,21,GPS,K-JANETT,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,22.1130325,20.99944601
1012,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,31.31,GPS,K-ANDREW,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,24.89295402,31.31502092
1022,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,DIESEL FUEL/POWER GENERATOR,N,27,,F-CGSCUR,AMENITIES BLOCK,23/05/2014,13/05/2015,29.07144033,52.75488729
1035,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,30,GPS,K-BETTYD,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,34.11142099,46.22064156
1047,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,8,,K-HARL02,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,29.35210268,25.64792754
1051,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,220,GPS,F-TPMAIN,AMENITIES BLOCK,23/05/2014,5/02/2015,78.88322549,312.6365283
1056,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,DIESEL FUEL/POWER GENERATOR,N,127,,F-CGTIPP,AMENITIES BLOCK,23/05/2014,13/05/2015,66.46789454,211.5207468
1057,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,DIESEL FUEL/POWER GENERATOR,N,36,,F-CGTIPP,AMENITIES BLOCK,23/05/2014,13/05/2015,27.98373529,48.84601546
1058,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,DIESEL FUEL/POWER GENERATOR,N,32,,F-CGTIPP,AMENITIES BLOCK,23/05/2014,13/05/2015,28.06007773,43.17801013
1066,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,18,GPS,F-TPBROA,AMENITIES BLOCK,23/05/2014,5/02/2015,22.97217983,25.97781714
1068,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,20,GPS,K-ALEXGR,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,10/06/2015,33.86950508,51.61504738
1076,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,38.25,GPS,K-TALL05,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,10/06/2015,37.20463269,85.81067985
1077,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,24,GPS,K-BADENP,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,10/06/2015,28.31868899,45.7829023
1086,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,25,GPS,F-TPKIRR,MULTIPURPOSE,23/05/2014,5/02/2015,43.05624662,100.0921618
1088,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,20.16,GPS,F-TPMAIN,AMENITIES BLOCK,23/05/2014,5/02/2015,25.51058561,35.57014026
1089,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,16,GPS,F-TPMAIN,AMENITIES BLOCK,23/05/2014,5/02/2015,17.98419951,20.21105229
1090,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,50.56,GPS,K-ROTA01,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,28.500574,50.55559327
1091,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,24,GPS,K-GLADYS,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,16.47145276,19.94475182
1092,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,67.28,GPS,K-QUEENE,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,34.50235896,67.13554473
1093,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,2,0,0,ELECTRICITY (GRID),N,22,GPS,K-EDDI02,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,30.20545851,40.32675077
1094,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,38,,K-PAULSC,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,28.61827047,50.29544046
1097,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,26,GPS,F-TPMAIN,AMENITIES BLOCK,23/05/2014,5/02/2015,26.33924823,43.35116251
1108,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,124,GPS,K-RUNA03,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,45.23475087,124.0006709
1110,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,35,GPS,K-RUNA03,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,27.11383339,44.52572455
1112,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,TBA,Y,35.51,GPS,K-GALLEO,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,23.96348582,35.4336869
1114,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,53,GPS,K-PELI01,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,10/06/2015,33.34263129,66.63200664
1116,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,26,GPS,K-LION04,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,23.05103731,31.38960402
1119,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,26,,K-ARTH02,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,10/06/2015,24.77066842,34.7415669
1120,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,47,GPS,K-BUDDSB,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,10/06/2015,35.8774007,55.839228
1134,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,12,,K-CLIFFB,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,22.53582877,30.26061048
1137,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),N,32.85,,K-PRATTE,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/05/2014,23.71038168,34.21040723
1141,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,ELECTRICITY (GRID),Y,45.07,GPS,K-ANNETT,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,10/06/2015,26.83854707,44.96523909
1147,PUBLIC TOILET,PUBLIC AMENITIES BUILDING,1,0,0,TBA,N,24.11,GPS,K-COOM07,BUILDING PUBLIC AMENITIES BUILDING,23/05/2014,25/08/2014,21.97942044,24.11348837
