-27.76560739317204 , 153.2464046852886
-27.71153968190854 , 153.2593557463558
-27.77492911580642 , 153.272396087141
-27.86783114163654 , 153.2902412492377
-28.1242427325612 , 153.292761348727
-27.92825210845134 , 153.3002956618849
-27.89647849637829 , 153.3087306598517
-27.99137250220297 , 153.3375936003399
-28.00439838575878 , 153.3653048594057
-27.93336041164225 , 153.3730040957434
-27.9395654964888 , 153.3806197768727
-27.98896494059056 , 153.383612562281
-28.16111137402645 , 153.3953988783631
-27.89770931545531 , 153.4032202385454
-27.92575391948612 , 153.4039580038741
-28.11429697730655 , 153.4113813298202
-28.11436975304642 , 153.4116108827871
-27.95697541763374 , 153.4118807399471
-27.88431168536361 , 153.4208084489592
-27.80861901620258 , 153.4258232761714
-28.01923117047548 , 153.427425390338
-27.80916533851788 , 153.4264944723088
-27.80693336332261 , 153.4267710565781
-27.97662429217575 , 153.4277026218283
-27.97661424039789 , 153.4278875457945
-27.96978052550157 , 153.4283768730658
-28.00202681389373 , 153.4290927405661
-28.06061490648571 , 153.4378231044116
-28.12818621099313 , 153.4782105394735
-28.16508941105236 , 153.5211435572817
-28.16967738473307 , 153.521473209938
-28.17115300978502 , 153.5234987993118
-28.16715559829984 , 153.5336368124869
-27.76561311218906 , 153.2464877133697
-27.79228596052813 , 153.2581510976377
-27.89812561791477 , 153.2854236504197
-28.13280134698162 , 153.316364602782
-27.74563029891617 , 153.320448718926
-27.91987666602768 , 153.3367403210376
-28.06177229907678 , 153.3540415436799
-28.0085847858881 , 153.3649339308881
-28.17364664584012 , 153.3781061750329
-28.09788888520032 , 153.3925074327471
-28.00916029641297 , 153.394673788252
-27.91079041985328 , 153.3980488006099
-27.90945756528376 , 153.3982591045643
-27.94384670902584 , 153.3990430786304
-27.87794337248923 , 153.3987367827315
-27.91226420750939 , 153.4014324453152
-27.93718820580199 , 153.4031961459422
-27.97954650798952 , 153.4074586924879
-27.95574724476476 , 153.4103996678547
-27.95675923682903 , 153.4115866796277
-27.97776934756299 , 153.417207174448
-27.97226278213335 , 153.417122519765
-28.06707018247875 , 153.425282601971
-28.02751340487458 , 153.426089181182
-28.06335202565122 , 153.4287745246453
-28.01531911615113 , 153.428857807444
-28.00538703622217 , 153.4313974139471
-28.08419959618903 , 153.4499900988727
-28.09160220017254 , 153.4552266912261
-28.10037803777064 , 153.4579836856244
-28.13816647757432 , 153.4709039437649
-28.12832991669988 , 153.4850464463371
-28.13725392891656 , 153.4918770647707
-28.1519194172663 , 153.500870892752
-28.17061530333403 , 153.522481593943
-28.17002901533082 , 153.537873687614
-27.75322788781574 , 153.2158907352345
-27.8014116492305 , 153.2517389886616
-27.94569907030153 , 153.2698721751047
-27.88525381969195 , 153.2814408529281
-27.88711371331851 , 153.2873913529882
-27.92645750146968 , 153.3024725536944
-27.89153601517976 , 153.3105846134988
-27.99026093746552 , 153.3128614743764
-27.92278869391742 , 153.3211098549349
-27.86431897607147 , 153.325522449635
-27.9093522040924 , 153.3281467789051
-27.86140368677769 , 153.3379596075029
-28.00550891612759 , 153.3395113679197
-27.99016034922511 , 153.339956347723
-27.99746585520866 , 153.3486065355552
-28.18599325519536 , 153.3516666886366
-28.00851808469587 , 153.364867363832
-27.78034434011323 , 153.3662397547647
-27.98143539702421 , 153.3698718144541
-27.89205307806491 , 153.3813924738248
-27.95703689225323 , 153.3830612510707
-28.20514678661299 , 153.3957226399712
-28.00845088067485 , 153.395687043584
-27.96980907521332 , 153.3970117681362
-27.9689383941756 , 153.3990407819623
-28.14046930895526 , 153.4014321124733
-27.95706248995377 , 153.4113149606548
-28.10006933049639 , 153.4174681466041
-27.95155164875684 , 153.4254590848424
-28.00074136518499 , 153.4263569349621
-27.97722982958953 , 153.4275196258183
-27.97681615969298 , 153.4276482920365
-27.97696806509232 , 153.4283706383105
-28.02972796234727 , 153.4310974647264
-28.06430539499362 , 153.4318735529909
-28.04782937827241 , 153.4334444537271
-28.06947012073721 , 153.4428525210951
-28.16851570927426 , 153.4446787673187
-28.09192587804615 , 153.4545902335112
-28.08957580492676 , 153.4550275293033
-28.10221766809553 , 153.4578394751954
-28.15194541227437 , 153.5009441613595
-28.16920042198018 , 153.5387481285743
-28.16334966748757 , 153.5490028309656
-28.19940653045484 , 153.2299998899802
-27.93930594988561 , 153.2330605689145
-28.03990281503254 , 153.3101444743301
-27.87026136954748 , 153.3151207525046
-27.98299692158661 , 153.3234409973575
-27.9895896754718 , 153.3341370200673
-28.1345703274426 , 153.3478954626017
-28.00847073805251 , 153.3648197328549
-28.02870965467416 , 153.3726677601379
-27.95604869970948 , 153.392416901321
-27.88506104858221 , 153.3921947766712
-27.9114088678109 , 153.3939264732932
-27.9240501441205 , 153.3945386451031
-27.97921754921561 , 153.4034419763914
-27.96789614680502 , 153.4038655858284
-27.95175186495318 , 153.4096187185575
-28.09307113073819 , 153.4165973398193
-27.97880192046297 , 153.4222712665714
-28.04824667313967 , 153.4259258824369
-28.0214921017274 , 153.4281486465294
-28.00302403866581 , 153.4312793944753
-28.02729526977408 , 153.4341033735398
-28.03395875173768 , 153.4356045679347
-28.06950349762604 , 153.4430533051805
-28.0799112068808 , 153.4483836742741
-28.1114791882015 , 153.4564878260296
-28.1558305951196 , 153.4705046885088
-28.12689729894686 , 153.4718394746844
-28.137395728774 , 153.4751414161169
-28.14620141787087 , 153.4940550739683
-28.1431459239436 , 153.4959183922318
-28.16977216544995 , 153.5222264361107
-28.16629619308814 , 153.5443574654584
-27.82694857705174 , 153.1794210881013
-27.86915886221098 , 153.3152156501655
